Subject,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,Gender,Educ,AFQT,Income2005,FamilyIncome78,Race
4716,1,1,1,12,12,male,12,8.573,58000,30000,3
4717,1,1,1,12,12,female,14,44.228,3000,30000,3
4720,0,1,1,12,9,male,12,50.743,67000,23500,3
4722,1,1,1,12,12,male,12,44.638,35000,25000,3
4724,1,1,1,11,16,female,12,8.594,8400,19000,3
4729,0,1,1,10,10,male,14,45.692,15000,20000,3
4731,1,1,1,12,10,male,11,16.497,20017,7662,3
4732,1,1,1,12,10,male,12,19.224,21424,7662,3
4733,0,1,1,11,8,female,11,16.996,12000,7000,3
4734,1,1,0,11,8,female,12,23.5,12000,16000,3
4738,1,1,1,10,10,male,14,59.362,75000,22190,3
4742,0,1,1,12,16,female,16,100,30000,24000,3
4746,1,1,1,9,8,female,12,44.275,36000,18000,3
4747,0,1,1,9,8,male,12,11.038,12000,18000,3
4752,1,1,1,11,8,male,12,60.219,42000,12000,3
4754,1,1,1,16,20,female,18,87.349,67000,751,3
4755,1,1,1,12,12,male,12,56.643,54000,35000,3
4756,1,1,1,13,14,male,18,100,163271,32000,3
4758,1,1,1,12,12,female,18,84.623,60000,15000,3
4759,1,1,0,12,12,male,12,41.732,62000,32000,3
4760,1,1,1,14,15,male,17,95.519,34000,23000,3
4762,1,1,1,13,12,female,12,39.656,8600,35000,3
4764,0,1,1,12,12,male,12,31.668,55000,27000,3
4765,1,1,1,12,12,male,12,66.229,70000,27000,3
4767,1,1,1,12,12,male,19,100,40000,13000,3
4768,1,1,1,12,12,female,13,88.406,30000,13500,3
4770,1,1,1,12,10,male,12,56.987,31000,16000,3
4772,0,1,1,12,12,female,12,45.131,24000,20667,3
4774,1,1,0,12,12,female,12,44.272,4800,6000,3
4776,0,1,0,10,8,male,12,11.451,41000,8000,3
4777,1,1,1,12,8,female,12,34.099,22000,25000,3
4778,0,1,1,12,9,female,12,29.236,26000,24500,3
4779,0,0,1,6,4,male,12,16.44,27000,21000,3
4780,1,1,1,12,12,female,12,34.125,25000,16580,3
4788,1,1,1,12,12,male,12,43.564,66000,28000,3
4790,1,1,1,12,12,female,12,44.281,13000,28000,3
4793,1,1,1,12,12,male,16,86.859,115000,15000,3
4795,1,1,1,12,12,female,16,89.109,70000,24000,3
4798,1,1,1,12,10,female,19,90.344,90000,22400,3
4799,1,1,1,12,8,male,19,93.854,40500,27000,3
4803,1,1,0,12,12,female,13,82.637,19000,20000,3
4804,1,1,1,12,12,female,12,53.937,12000,50000,3
4805,1,1,1,12,8,male,15,61.977,90000,38000,3
4810,0,0,0,12,12,female,13,74.194,50000,3600,3
4812,0,1,1,12,16,female,16,98.187,80000,25000,3
4813,1,1,1,16,16,male,14,62.75,74000,15000,3
4815,1,1,1,12,8,female,14,90.394,58000,10000,3
4817,1,1,1,12,13,female,12,60.664,35000,20000,3
4818,1,1,1,12,12,male,12,81.962,21000,15000,3
4820,0,1,1,14,8,female,16,79.014,25000,21000,3
4822,1,1,1,8,10,female,12,44.296,30775,22700,3
4825,1,1,1,12,12,male,14,81.855,42000,29000,3
4826,1,1,1,12,12,female,18,71.626,57000,29000,3
4828,1,1,1,13,17,male,16,83.353,66768,26000,3
4829,1,1,1,13,18,male,16,90.563,126000,26000,3
4830,1,1,1,13,16,male,16,93.01,344856,26000,3
4831,1,1,0,13,16,male,18,95.503,54500,26000,3
4832,1,1,0,9,12,male,14,77.854,57000,10000,3
4834,1,1,1,12,12,male,16,56.188,80000,20000,3
4839,1,0,1,14,12,female,13,62.465,14000,18000,3
4840,1,1,0,12,10,male,15,84.43,24226,7600,3
4842,1,1,1,12,13,female,18,55.403,37000,25000,3
4843,0,1,1,11,12,male,16,54.678,45000,10000,3
4844,1,1,0,12,12,female,14,30.696,6000,22000,3
4849,1,1,1,12,10,female,12,44.859,20000,14000,3
4856,1,1,1,12,12,male,14,72.897,60000,23800,3
4858,1,1,1,12,12,male,12,75.431,64000,24000,3
4859,0,1,1,12,12,male,14,91.95,36000,22500,3
4862,1,1,1,12,12,male,13,92.938,39000,22500,3
4864,1,1,1,9,9,female,12,41.211,8575,26300,3
4865,1,1,1,9,9,female,15,69.395,25000,26300,3
4870,1,1,1,12,12,female,18,81.774,6000,35000,3
4871,1,1,1,12,12,female,16,95.394,34000,17000,3
4872,1,1,1,12,13,female,17,28.043,56000,17000,3
4873,1,1,1,12,12,female,16,89.918,55000,12000,3
4876,1,1,1,12,12,female,12,67.661,35000,25000,3
4879,1,1,1,11,14,male,12,65.964,26500,3200,3
4880,1,1,1,12,9,female,14,53.053,27000,17000,3
4881,1,1,1,12,14,male,14,66.586,80000,12000,3
4883,1,1,1,12,12,male,13,50.386,47000,9556,3
4884,0,1,1,12,11,male,12,67.232,33000,1100,3
4888,1,1,0,13,13,male,12,57.352,38083,14000,3
4889,1,1,1,12,16,male,14,78.181,65000,13000,3
4890,1,1,1,16,12,female,13,38.555,22000,15000,3
4892,1,1,1,12,16,male,16,56.759,72000,16000,3
4894,1,1,1,12,12,male,16,77.629,81000,8383,3
4896,1,1,1,12,14,male,16,80.642,90000,20000,3
4899,1,0,0,8,12,female,14,15.864,20000,15000,3
4900,1,0,0,12,7,male,12,55.398,50000,29233,3
4901,0,0,0,12,8,male,11,23.682,32000,29233,3
4906,0,1,0,7,3,female,12,8.811,7300,7024,3
4907,1,1,1,12,14,male,20,86.847,188255,25000,3
4911,1,1,1,10,12,male,12,70.097,6000,8800,3
4914,1,0,0,10,12,male,12,25.611,29000,11767,3
4919,1,1,1,9,9,female,18,38.709,52000,12132,3
4921,1,1,1,16,12,male,20,92.503,92500,50000,3
4922,1,1,1,12,14,female,13,63.204,17000,24000,3
4923,0,0,0,9,10,male,10,22.076,22000,11429,3
4924,1,1,0,14,12,female,13,43.271,33500,27715,3
4926,0,1,1,12,12,male,12,51.554,48000,32000,3
4927,1,1,1,12,12,female,16,83.641,159193,32000,3
4929,1,1,1,12,10,female,14,49.657,17900,20000,3
4930,1,1,0,10,14,female,13,41.842,18839,23659,3
4931,1,0,1,9,10,female,14,81.658,33000,16000,3
4933,1,1,0,12,12,female,15,62.784,39000,17000,3
4934,0,1,0,6,8,female,12,23.927,25000,11155,3
4937,0,1,0,9,3,male,8,7.135,22000,8984,3
4939,1,0,0,12,10,male,16,60.522,41000,2300,3
4942,0,0,0,8,10,male,12,13.494,54000,6500,3
4943,0,0,1,8,10,female,14,31.353,42000,21000,3
4944,1,1,1,14,14,male,16,82.469,75000,870,3
4945,1,1,1,13,13,male,12,25.492,35000,70000,3
4946,1,1,0,7,7,male,8,2.893,43000,13000,1
4948,1,0,1,12,12,female,12,26.901,18000,22800,3
4952,1,1,0,11,8,female,12,23.721,26000,50000,3
4953,0,1,1,12,12,female,13,74.689,22000,21000,3
4954,1,1,0,12,10,female,18,73.712,78000,23452,3
4955,1,1,1,12,12,female,12,64.713,40000,23452,3
4960,0,0,0,12,9,male,10,21.164,60000,14000,3
4962,1,0,1,11,12,female,13,74.484,36000,18000,3
4966,1,1,1,12,12,female,12,47.582,32000,6017,3
4967,1,1,1,12,12,female,13,64.114,32500,4881,3
4968,1,1,1,12,12,female,14,90.36,66948,38000,3
4972,1,1,1,12,13,female,13,33.643,3000,18000,3
4975,1,1,1,8,12,female,18,92.247,60000,4200,3
4976,1,1,1,12,12,female,15,85.066,94000,25000,3
4979,0,1,1,12,12,male,12,70.51,58000,4080,1
4981,1,0,0,7,7,female,14,27.358,35100,8500,1
4983,1,1,1,8,8,male,12,21.009,8000,7200,3
4986,1,1,1,12,9,male,12,16.841,410008,19400,3
4987,1,1,1,9,13,female,15,86.508,15000,15500,3
4992,1,1,1,12,12,female,12,32.249,30000,30000,3
4997,1,1,1,14,16,female,15,75.073,62000,75001,3
4998,1,1,1,16,20,male,20,80.394,69600,75001,3
5001,1,1,1,16,20,female,17,67.504,30000,75001,3
5003,1,1,1,16,20,female,19,70.669,228453,4930,3
5007,1,1,1,12,12,male,12,18.04,63000,9922,3
5012,1,1,1,16,19,male,20,87.153,215765,45000,3
5017,1,1,1,16,17,male,14,84.38,115000,35000,3
5020,1,1,1,19,20,male,17,91.144,39000,24000,3
5021,1,1,1,19,20,male,17,94.331,44000,17000,3
5022,1,1,1,12,14,male,15,79.135,80000,35000,3
5023,1,1,1,16,16,female,19,78.873,39000,75001,3
5025,1,1,1,18,14,female,13,64.441,40000,40000,3
5026,1,1,1,16,12,female,15,58.229,42000,3312,1
5028,1,1,1,13,16,female,17,96.183,153447,75001,3
5029,1,1,1,14,16,male,16,100,120000,75001,3
5037,1,1,1,14,16,female,14,25.844,18230,19000,3
5041,0,1,0,0,0,female,12,13.195,14000,3588,1
5042,0,1,1,14,9,female,13,11.369,29000,16200,2
5043,0,1,1,14,9,female,13,36.172,29993,16200,2
5053,1,1,0,12,9,female,13,18.631,60000,16000,3
5054,1,1,1,12,12,male,20,44.084,34000,7500,3
5055,1,1,1,12,13,female,14,52.035,43000,7500,3
5060,0,1,1,2,10,female,12,17.529,24314,12220,3
5062,0,0,0,12,12,female,13,77.171,25000,6000,3
5085,0,0,1,12,10,female,12,9.128,9600,9000,2
5091,1,1,1,12,16,female,20,72.251,56400,28000,3
5094,0,1,1,12,12,male,13,22.029,10000,7000,3
5095,1,1,1,10,14,male,20,73.751,20000,23000,3
5096,1,1,1,10,15,female,18,73.407,30000,23000,3
5097,1,1,1,12,12,male,12,47.006,119000,23000,3
5099,1,1,1,13,12,female,16,97.61,40000,25000,3
5101,1,1,1,12,13,female,15,57.477,11000,20000,3
5102,0,1,1,16,16,male,14,48.968,33000,20000,3
5106,1,1,0,12,11,male,12,23.45,120000,13155,3
5107,1,1,1,16,16,female,19,89.381,152683,25000,3
5108,1,1,1,16,16,female,16,98.645,33000,29000,3
5115,1,1,1,6,7,female,12,46.56,27400,6500,3
5125,0,1,1,8,15,female,14,77.314,3000,15800,3
5128,1,1,1,11,10,female,11,56.945,29000,40000,3
5131,0,1,1,12,11,female,12,78.06,21213,20000,3
5132,0,1,1,10,8,male,10,41.062,26000,18843,3
5134,1,0,1,10,8,female,15,47.968,42000,18843,3
5139,1,1,1,14,12,male,12,17.763,15000,10000,3
5140,1,1,1,14,12,female,16,60.402,10800,10000,3
5143,0,1,1,16,10,female,17,80.74,62000,49000,1
5145,1,1,0,12,10,male,12,81.861,36000,23000,3
5149,1,1,1,12,12,male,13,72.306,6000,2500,3
5151,1,1,1,11,15,female,13,53.96,89000,75001,3
5156,1,1,1,15,14,male,13,58.127,100000,23000,3
5158,1,1,1,12,12,male,12,41.879,50000,15500,3
5159,0,1,1,14,12,female,12,36.433,1200,2000,3
5161,1,1,0,12,16,male,12,55.622,37000,34200,3
5162,1,1,0,14,12,female,12,80.536,100000,26000,3
5166,1,1,1,16,16,male,16,98.687,75000,17500,3
5168,1,1,1,13,12,male,18,73.682,23000,18000,3
5170,1,1,0,14,16,male,20,83.498,55000,25000,3
5174,1,1,1,13,12,male,13,84.442,65000,25000,3
5176,0,0,1,7,8,female,12,31.449,38000,3715,3
5178,1,1,1,12,14,male,13,70.507,25000,19000,3
5179,1,1,1,12,12,female,12,53.747,23000,19000,3
5180,1,1,1,12,12,female,12,61.711,3563,19000,3
5184,1,1,1,12,12,male,12,37.165,38000,12000,3
5185,1,1,1,12,12,male,20,91.441,57000,9820,3
5186,1,1,1,12,12,male,12,42.843,29000,9667,3
5187,1,1,1,14,14,male,13,60.646,34500,18000,3
5188,1,1,1,14,16,female,16,53.09,46000,2500,3
5189,1,1,1,4,9,female,12,48.596,27000,16000,3
5191,0,1,1,12,12,female,14,75.345,20000,19392,3
5192,1,1,1,12,12,male,12,24.074,30000,19392,3
5193,1,1,1,12,12,female,16,52.58,56000,19392,3
5194,0,1,0,12,12,male,12,70.467,32000,19392,3
5195,1,1,1,12,12,female,12,56.535,28398,17350,3
5197,1,1,1,12,16,male,17,72.335,123000,2520,3
5199,1,1,1,16,18,female,15,62.924,15000,5500,3
5208,1,1,1,12,12,female,12,75.701,25000,7025,3
5211,1,0,1,12,7,male,12,10.875,35718,8800,3
5212,1,1,0,12,8,female,17,72.412,20000,27000,3
5219,1,1,1,12,12,female,12,33.664,83000,9846,3
5221,0,1,1,11,3,male,14,8.837,35000,13610,1
5222,0,0,0,11,3,male,17,46.218,80000,13016,1
5226,1,1,1,12,12,male,16,83.809,85000,25487,3
5227,1,1,0,12,12,male,13,45.579,40000,23000,3
5229,1,1,0,12,12,male,14,31.929,32530,23000,3
5231,0,1,1,12,9,female,12,13.348,12000,4500,3
5235,1,1,1,10,12,male,14,13.793,70000,15000,3
5236,1,1,1,11,12,female,12,85.912,8400,12430,3
5238,0,0,1,4,2,male,12,21.71,22000,15500,3
5244,0,0,1,3,3,male,16,46.534,60000,24000,1
5245,1,0,1,5,5,male,20,70.64,200977,12000,1
5246,1,1,1,5,3,female,15,46.743,31000,12000,1
5247,1,1,0,13,12,female,12,55.115,26000,6000,3
5248,1,1,1,16,14,male,14,38.094,96000,15000,3
5249,1,1,0,16,14,male,13,56.267,36000,15000,3
5250,1,1,0,16,16,male,16,88.662,55000,15000,3
5251,0,0,1,18,20,male,12,15.176,50000,30000,3
5252,1,1,1,16,16,male,12,38.32,9000,30000,3
5254,0,0,1,12,16,male,13,48.244,120000,24000,3
5255,0,1,1,12,12,female,13,12.777,37100,7000,3
5256,0,0,1,11,12,female,13,30.913,68000,14000,3
5257,1,1,1,8,10,male,12,21.706,40000,12000,3
5258,1,1,1,8,8,female,12,34.971,33800,11000,3
5259,1,1,1,12,10,female,15,27.434,3500,19000,3
5262,0,0,1,12,8,female,12,45.691,11500,7200,3
5263,0,1,0,12,11,male,14,67.67,35000,8000,3
5264,1,1,0,0,8,female,16,4.008,65000,24000,3
5266,1,1,1,12,12,male,14,55.998,98000,16000,3
5267,1,1,1,12,13,male,13,12.39,50000,13000,3
5268,1,1,1,14,9,female,12,75.256,11548,4210,3
5269,1,1,1,10,8,male,11,19.642,30000,8000,3
5272,1,1,1,12,12,female,12,28.603,20000,22000,3
5274,1,1,1,12,10,male,13,42.704,6000,15000,3
5277,0,0,0,11,7,female,13,17.534,10000,6200,3
5278,1,1,1,11,10,male,12,27.724,55000,6200,3
5287,1,1,1,16,16,female,16,79.838,3200,40000,3
5288,1,1,1,12,13,female,12,22.097,37500,7350,3
5289,1,1,1,12,14,female,16,88.294,40264,7350,3
5291,1,1,1,12,14,male,12,15.276,47500,7350,3
5294,0,0,1,10,8,female,12,27.953,16000,20474,3
5299,1,1,1,12,13,female,18,78.135,45000,20000,3
5300,1,0,1,10,14,male,15,50.321,63000,0,3
5301,1,1,1,12,12,female,12,86.332,29479,8386,3
5307,0,0,0,10,6,male,12,22.362,28000,2882,3
5308,0,0,1,5,12,female,13,4.171,11000,6608,3
5310,1,1,1,16,16,female,19,84.207,59800,20765,3
5311,1,1,1,12,12,female,12,34.37,10000,8420,3
5315,1,0,1,16,12,female,14,52.155,16000,19000,3
5316,1,1,1,16,14,male,12,85.107,58000,19000,3
5317,1,0,1,16,12,female,12,76.53,7200,19000,3
5318,1,0,1,12,12,male,14,75.732,20000,11000,3
5325,1,1,1,12,10,female,20,88.694,600,11019,3
5326,1,1,1,12,8,female,16,88.59,35000,6000,3
5327,1,1,1,12,9,female,12,60.895,35000,20000,3
5329,0,1,1,12,12,male,13,20.657,51000,15200,3
5330,1,1,1,12,12,female,14,64.846,30000,15200,3
5332,1,1,0,12,12,female,15,83.449,25000,25000,3
5333,1,1,1,11,8,female,14,54.144,29000,10058,3
5334,1,1,1,19,16,male,16,59.959,75000,30000,3
5338,1,1,1,10,10,female,12,52.599,21939,17000,3
5340,1,1,1,12,12,female,14,20.057,10000,30000,3
5341,1,1,1,12,12,female,16,91.407,52000,30000,3
5342,1,1,1,12,12,male,16,71.119,95000,30000,3
5349,1,1,1,12,12,female,13,55.017,5250,35000,3
5350,1,1,1,12,12,male,14,12.563,36500,25000,3
5351,1,1,1,12,12,female,18,84.304,53000,25000,3
5352,1,1,1,12,12,male,16,63.248,110000,38000,3
5353,0,1,1,9,14,female,12,62.412,3200,21732,3
5356,1,1,1,8,9,male,12,69.093,36800,12000,3
5357,1,1,1,7,7,male,12,26.187,34000,12000,3
5358,1,1,1,12,12,male,14,81.396,55000,10200,3
5360,1,1,1,12,12,female,13,55.327,14000,433,3
5361,1,1,1,11,5,male,15,44.732,3000,7331,3
5362,1,0,1,11,12,male,12,61.583,56000,20000,3
5363,1,1,1,11,12,male,10,30.514,52000,20000,3
5365,1,1,1,11,12,male,15,18.621,65000,20000,3
5366,1,1,1,14,9,male,12,89.755,35000,20000,3
5372,1,1,1,16,16,female,16,87.078,12000,20000,3
5373,1,1,1,16,16,female,16,90.958,35000,20000,3
5374,1,1,1,15,16,female,16,76.589,38400,20000,3
5376,1,1,1,12,8,female,12,83.858,12000,30000,3
5377,1,1,1,12,12,male,14,85.856,56000,22700,3
5381,1,1,1,12,12,female,16,97.117,46000,1200,3
5385,1,1,0,8,12,female,12,49.694,8000,28000,3
5388,1,1,1,12,8,female,16,93.238,18000,21544,3
5389,1,1,1,12,8,female,17,93.533,53000,21544,3
5390,1,1,0,12,8,male,14,71.096,52000,9680,3
5391,1,1,1,8,8,female,17,43.898,40000,6000,3
5392,1,1,0,12,13,male,14,72.595,52000,22940,3
5393,1,1,1,12,12,female,16,82.352,59850,12000,3
5394,1,1,1,12,12,male,18,71.79,42000,15000,3
5395,1,1,1,12,12,male,17,63.289,35000,15000,3
5397,1,1,0,8,8,female,15,71.14,23699,8000,3
5398,1,1,1,8,8,male,16,82.62,135000,8000,3
5401,1,1,0,12,12,male,12,87.434,35000,35000,3
5402,1,1,0,12,18,male,12,11.551,50000,20000,3
5404,1,1,1,12,18,female,13,56.704,29500,20000,3
5406,1,1,0,13,12,female,16,48.5,32000,7850,3
5408,1,1,0,12,12,female,14,44.815,40000,5000,3
5410,1,1,1,16,8,male,16,81.45,57000,15000,3
5416,1,1,1,15,14,male,16,97.935,15000,8000,3
5417,1,1,1,15,14,male,12,79.36,196680,8000,3
5418,1,1,1,15,14,male,16,50.639,60000,8000,3
5419,0,1,1,12,12,male,17,87.22,81000,14000,3
5420,1,1,0,12,12,male,16,91.807,125000,14000,3
5421,1,1,0,12,10,female,12,80.022,13000,13000,3
5427,1,1,0,12,8,female,13,49.099,38000,36017,3
5428,1,1,0,12,8,female,14,69.959,45000,36017,3
5430,1,1,0,8,8,male,16,75.195,37000,6395,3
5435,1,1,0,12,12,male,12,60.361,36000,12500,3
5436,1,1,0,12,12,female,12,38.439,29000,12500,3
5439,1,0,0,14,16,male,16,95.516,110000,17000,3
5440,1,1,0,14,16,male,12,91.857,38000,17000,3
5441,1,0,1,13,14,male,14,31.355,150000,20000,3
5442,1,1,0,13,14,female,15,29.679,6800,20000,3
5445,0,1,1,12,11,female,14,37.721,14000,15000,3
5446,0,1,0,7,4,male,9,10.31,9600,8000,3
5447,0,1,1,7,4,male,8,4.747,27300,8000,3
5450,0,0,1,7,7,female,12,19.937,8500,19000,3
5451,1,1,1,7,7,male,12,24.754,50000,19000,3
5453,1,1,1,12,10,female,13,32.426,6000,25000,3
5456,1,0,1,5,0,male,12,15.308,25000,10000,3
5461,1,0,0,7,4,male,8,0.587,71776,9240,3
5469,0,1,0,9,8,female,9,1.294,7200,3370,3
5470,0,1,0,5,6,male,12,54.755,43000,5268,3
5474,1,1,1,12,9,female,16,60.055,62000,13000,3
5476,1,1,1,10,7,female,12,0.838,26000,3000,2
5484,0,1,1,12,11,male,12,25.56,900,3865,2
5485,0,0,0,12,11,female,16,23.139,47000,3865,2
5486,1,1,1,13,12,female,12,22.735,20500,40000,3
5488,0,1,1,6,13,female,11,11.841,350,15554,3
5489,1,1,1,12,6,male,20,97.069,91000,13000,3
5491,0,1,0,12,12,male,12,47.421,52000,34500,3
5493,1,1,1,12,5,male,12,32.743,56000,23369,3
5494,1,1,0,12,6,male,12,50.188,29800,23369,3
5500,1,1,1,12,16,male,14,51.599,40000,18000,3
5502,1,0,0,12,10,female,12,16.864,16000,19000,3
5504,1,0,0,12,10,male,16,74.158,95000,6500,3
5505,0,0,0,3,7,female,12,14.718,22050,12000,3
5508,1,0,1,12,11,female,12,21.049,20000,7900,3
5510,0,0,1,7,10,female,12,11.307,20000,20000,3
5511,0,1,1,12,9,female,14,60.755,28000,15500,3
5512,1,1,0,12,9,male,13,63.118,55000,15000,3
5514,0,0,0,11,8,male,12,46.876,10000,10500,3
5516,1,0,1,12,12,male,12,25.347,22500,8600,2
5518,1,0,1,12,12,female,14,6.995,40000,8840,2
5519,0,0,0,8,10,male,8,4.096,18000,12500,3
5521,0,0,0,12,6,male,12,85.656,18560,9100,3
5522,0,0,0,12,6,female,12,61.117,3000,9040,3
5524,0,1,1,7,7,female,12,25.036,1300,12000,3
5528,1,1,1,12,10,female,12,27.961,38000,9452,3
5531,1,0,0,8,8,male,12,66.286,110000,24200,3
5538,0,0,0,7,3,male,12,14.114,15000,5000,2
5539,0,0,0,7,3,male,12,82.93,25000,5000,2
5540,1,1,0,12,12,male,14,31.907,125000,25221,3
5543,1,1,1,12,8,male,17,85.677,133000,12000,3
5544,1,1,1,9,6,female,12,14.701,10056,27000,3
5545,0,1,1,9,6,male,12,42.853,16000,27000,3
5546,1,0,1,10,14,female,12,48.99,32000,12000,3
5551,0,1,0,12,7,female,12,21.62,29000,16000,3
5555,1,0,0,9,8,female,12,56.039,14000,12700,3
5558,1,0,0,6,3,male,12,0.162,45000,5268,3
5565,0,0,0,12,6,female,16,37.489,36000,19000,3
5568,0,0,1,12,12,female,14,64.088,38000,20000,3
5572,0,0,1,12,9,female,12,61.264,31000,15000,3
5573,1,0,1,11,8,male,12,46.741,24000,15360,3
5575,0,0,0,10,8,female,12,64.673,15785,13000,3
5576,0,0,0,10,8,female,12,46.125,34000,13000,3
5580,1,1,0,10,12,male,12,35.796,47000,22000,3
5581,1,1,1,10,12,female,12,31.716,22000,22000,3
5585,1,1,1,12,6,male,12,26.982,54000,6000,3
5590,1,1,1,12,16,male,16,77.376,42000,16000,3
5591,1,0,0,11,5,female,16,67.935,65000,7000,3
5592,1,1,0,14,10,male,19,98.198,33000,11000,3
5594,1,1,1,12,18,male,20,73.884,79000,40000,3
5599,1,1,1,14,14,male,16,60.292,82000,3020,3
5603,1,0,1,7,6,male,9,10.81,36000,3000,3
5604,0,1,1,9,10,male,9,1.042,40000,13000,3
5607,0,1,1,11,7,male,12,28.205,30000,18448,3
5609,0,0,0,12,8,female,14,10.186,24000,7035,3
5611,0,0,0,9,7,male,13,34.301,18000,11000,2
5612,0,1,1,12,12,female,13,47.973,26500,12000,2
5613,1,0,1,12,12,male,12,0,30000,12000,2
5614,0,1,0,12,12,female,12,18.176,26000,12000,2
5616,0,0,0,12,12,male,12,3.039,35000,25000,2
5617,0,1,1,12,12,male,12,8.282,20000,25000,2
5618,1,1,1,12,12,male,16,51.958,43000,25000,2
5621,1,1,1,12,11,male,17,51.908,44000,20000,3
5623,1,1,0,17,18,male,20,95.248,96000,3100,3
5624,1,1,1,18,18,female,19,70.691,36000,3100,3
5625,1,1,1,11,12,male,12,66.276,40000,30000,3
5626,1,1,1,12,12,female,12,60.781,52000,30000,3
5637,1,1,1,10,12,male,12,8.54,52000,12490,2
5640,1,1,1,12,12,female,12,0.56,30000,5000,2
5646,0,1,1,10,12,female,12,37.531,33000,9000,2
5649,1,1,1,12,12,male,13,71.982,22000,17425,3
5653,1,1,1,12,12,male,12,66.907,52000,9000,3
5655,1,1,1,15,12,male,17,82.061,90000,25000,3
5661,1,1,1,15,14,female,15,71.156,1600,30000,3
5666,1,1,1,12,14,male,16,68.443,80000,8000,3
5667,1,1,1,12,11,male,20,97.274,198032,25000,3
5668,1,1,1,15,18,male,12,70.576,60000,20500,3
5669,1,1,1,12,8,female,12,54.716,38000,19599,3
5671,1,1,0,17,10,male,12,86.782,20000,45000,3
5674,1,1,1,12,12,female,13,56.285,8000,53000,3
5675,1,1,1,14,15,female,16,87.596,67500,40000,3
5676,1,1,1,16,20,female,17,77.716,15000,50000,2
5677,1,1,1,12,11,male,12,64.58,72000,11000,3
5684,0,0,1,8,10,female,12,5.319,12000,11220,2
5690,0,1,1,14,15,female,19,76.766,70000,9500,1
5694,0,1,1,8,11,male,12,58.345,42000,20000,3
5696,1,1,1,8,8,male,12,42.254,72000,6076,3
5699,1,1,1,14,13,male,13,97.537,45000,10030,3
5700,1,1,0,12,6,male,12,80.34,70000,3750,3
5701,1,1,0,12,0,female,17,75.52,114000,40000,3
5702,1,1,1,12,11,female,13,59.926,24000,33260,3
5703,0,1,1,12,10,male,14,74.363,42500,14730,3
5705,1,1,0,12,9,female,12,81.334,10900,10719,3
5708,1,1,1,15,12,female,14,81.916,33000,3600,3
5710,1,1,1,12,12,female,18,87.91,53000,5717,3
5711,0,1,1,12,12,male,12,50.838,42000,5717,3
5712,1,1,0,12,11,female,12,80.893,26280,12000,3
5713,1,1,0,12,11,female,11,64.357,44328,12000,3
5718,1,0,0,12,10,female,12,76.736,9000,21000,3
6285,1,0,1,12,12,male,13,51.843,60000,4200,2
11751,0,1,1,11,10,male,11,24.592,10000,6000,3
11755,1,0,1,0,0,male,11,7.35,60000,15030,3
11758,1,1,1,12,12,male,19,80.188,70000,24000,3
11759,1,1,1,10,12,male,12,40.534,50000,20000,3
11760,1,1,1,10,10,male,12,0,4000,10000,2
11762,1,1,0,11,14,male,11,1.792,100000,11000,2
11763,1,1,1,11,14,male,15,47.481,146000,11000,2
11769,1,1,1,16,16,female,15,67.337,8000,700,3
11776,1,1,1,10,8,male,10,26.798,25000,28000,2
11777,1,1,1,12,18,female,14,90.862,74500,45000,2
11778,1,1,1,12,18,female,15,71.422,32900,45000,2
11779,1,1,1,17,16,female,17,78.397,1500,2400,3
11785,1,0,1,9,9,female,12,19.889,78000,15000,1
11786,0,0,1,9,9,female,12,44.583,65000,15000,1
11787,0,1,1,10,10,female,10,20.097,8000,25000,3
11791,1,1,1,12,8,male,16,66.503,123000,18000,3
11792,0,0,1,8,8,female,12,61.687,19000,15000,3
11793,0,1,1,10,6,male,12,11.738,56000,7500,3
11794,0,1,0,10,6,female,12,19.708,40000,7500,3
11796,1,1,1,15,18,male,16,97.147,24000,5425,2
11797,1,1,1,15,18,female,14,40.415,1200,5425,2
11798,0,1,1,12,12,female,15,45.075,17000,10000,2
11799,1,1,1,14,12,male,14,26.504,32000,10000,2
11800,0,1,1,12,9,female,12,18.254,60000,12977,3
11801,0,1,1,12,12,male,12,8.903,350,13000,2
11806,1,1,0,12,12,male,13,43.089,63000,17100,3
11807,1,1,1,12,12,female,12,40.755,80000,30000,3
11809,0,1,1,12,12,male,16,68.468,39000,20000,3
11811,0,1,1,8,8,female,12,0.823,8000,30000,3
11813,0,1,1,8,8,female,12,3.222,30456,31000,3
11814,0,1,1,8,8,female,8,2.314,9000,30000,3
11815,1,1,1,12,11,female,13,21.716,1300,20000,3
11816,1,1,0,13,12,female,15,78.611,19500,28000,3
11818,0,0,0,8,9,female,10,12.57,13000,5000,3
11819,1,1,1,12,8,female,14,43.124,27700,25000,3
11820,1,1,1,14,18,male,16,62.701,50000,30000,3
11822,1,1,1,12,17,male,12,41.801,57500,30000,3
11830,0,1,1,12,10,male,12,1.457,2000,19874,2
11832,0,0,1,14,12,female,13,9.266,15000,19000,1
11833,0,0,1,14,10,male,13,13.696,25000,19000,1
11835,1,1,1,12,20,female,16,60.5,14000,35000,3
11838,1,1,1,9,3,female,15,23.064,52000,14000,2
11839,1,0,0,12,12,female,12,48.275,45000,5000,2
11841,0,1,1,16,11,male,13,39.048,57000,7000,2
11844,0,1,0,14,16,male,15,23.172,20108,8000,1
11845,0,1,1,6,9,female,14,47.552,40000,10000,1
